"set"	"focusDB"	"silva"	"pkb"	"pkb_v13"	"pkb_v34"	"ref_gcn"	"ref_gcn_unique"	"assembly"	"source"	"target"
"fast"	"SRR2175478_7.4423.5972 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	7.08306503541533	1.86567164179104	2.1505376344086	14	13	"GCA_000833085.1"	"SRR2175478_7.4423.5972"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"fast"	"SRR2175478_8.1200.2750 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	9.64630225080386	3.73134328358209	19.1897654584222	14	13	"GCA_000833085.1"	"SRR2175478_8.1200.2750"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"fast"	"SRR2175478_9.4460.6008 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	4.51321727917473	1.86567164179104	4.3010752688172	14	13	"GCA_000833085.1"	"SRR2175478_9.4460.6008"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"fast"	"SRR2175478_10.1193.2745 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	0.644745325596389	0	0	14	13	"GCA_000833085.1"	"SRR2175478_10.1193.2745"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"fast"	"SRR2175478_11.4651.6200 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	2.57898130238556	0	0	14	13	"GCA_000833085.1"	"SRR2175478_11.4651.6200"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"fast"	"SRR2175478_12.4653.6202 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	2.57898130238556	0	0	14	13	"GCA_000833085.1"	"SRR2175478_12.4653.6202"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_1.58496.60045 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	2.57898130238556	1.86567164179104	0	14	13	"GCA_000833085.1"	"SRR2175478_1.58496.60045"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_2.51835.53384 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	3.22372662798195	1.86567164179104	4.3010752688172	14	13	"GCA_000833085.1"	"SRR2175478_2.51835.53384"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_3.71635.73184 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	1.93423597678917	0	0	14	13	"GCA_000833085.1"	"SRR2175478_3.71635.73184"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_4.19494.21043 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	2.57898130238556	0	2.1505376344086	14	13	"GCA_000833085.1"	"SRR2175478_4.19494.21043"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_5.142287.143836 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	2.57898130238556	1.86567164179104	0	14	13	"GCA_000833085.1"	"SRR2175478_5.142287.143836"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_6.215453.217002 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	3.22372662798195	3.73134328358209	2.1505376344086	14	13	"GCA_000833085.1"	"SRR2175478_6.215453.217002"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_7.222628.224177 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	2.57898130238556	1.86567164179104	2.1505376344086	14	13	"GCA_000833085.1"	"SRR2175478_7.222628.224177"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_8.232597.234146 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	3.86847195357834	5.59701492537313	2.1505376344086	14	13	"GCA_000833085.1"	"SRR2175478_8.232597.234146"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_9.239943.241492 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	1.93423597678917	0	0	14	13	"GCA_000833085.1"	"SRR2175478_9.239943.241492"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"full"	"SRR2175478_10.246954.248503 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	3.86847195357834	3.73134328358209	4.3010752688172	14	13	"GCA_000833085.1"	"SRR2175478_10.246954.248503"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"denovo"	"SRR2175478_1.22.1571 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"	1.93423597678917	0	0	14	13	"GCA_000833085.1"	"SRR2175478_1.22.1571"	"GCA_000833085.1..16S_rRNA::CP010088.1:3008171-3009724(+)"
"fast"	"SRR3492223_1.1189.2726 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	6.50618087182824	5.69259962049336	0	7	6	"GCA_000831565.1"	"SRR3492223_1.1189.2726"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR3492223_2.1187.2724 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	9.09681611435997	9.4876660341556	2.1551724137931	7	6	"GCA_000831565.1"	"SRR3492223_2.1187.2724"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR3492223_3.1180.2717 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	7.80741704619388	9.4876660341556	0	7	6	"GCA_000831565.1"	"SRR3492223_3.1180.2717"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR3492223_4.4657.6194 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	0	0	0	7	6	"GCA_000831565.1"	"SRR3492223_4.4657.6194"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR3492223_5.1166.2703 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	1.953125	5.69259962049336	0	7	6	"GCA_000831565.1"	"SRR3492223_5.1166.2703"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR3492223_6.4755.6292 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	1.30208333333333	3.79506641366224	0	7	6	"GCA_000831565.1"	"SRR3492223_6.4755.6292"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR3492223_7.1163.2700 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	3.90625	11.3851992409867	0	7	6	"GCA_000831565.1"	"SRR3492223_7.1163.2700"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"full"	"SRR3492223_1.26375.27912 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	5.859375	13.2827324478178	2.1551724137931	7	6	"GCA_000831565.1"	"SRR3492223_1.26375.27912"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"full"	"SRR3492223_2.31099.32636 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	3.90625	11.3851992409867	0	7	6	"GCA_000831565.1"	"SRR3492223_2.31099.32636"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"full"	"SRR3492223_3.32999.34536 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	3.25520833333333	9.4876660341556	0	7	6	"GCA_000831565.1"	"SRR3492223_3.32999.34536"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"full"	"SRR3492223_4.91420.92957 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	1.953125	5.69259962049336	0	7	6	"GCA_000831565.1"	"SRR3492223_4.91420.92957"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"full"	"SRR3492223_5.43990.45527 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	1.953125	5.69259962049336	0	7	6	"GCA_000831565.1"	"SRR3492223_5.43990.45527"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"denovo"	"SRR3492223_1.150.1687 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"	3.90625	11.3851992409867	0	7	6	"GCA_000831565.1"	"SRR3492223_1.150.1687"	"GCA_000831565.1..16S_rRNA::CP010344.1:226953-228491(+)"
"fast"	"SRR1774151_1.4700.6249 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	2.1505376344086	11	7	"GCA_000875715.1"	"SRR1774151_1.4700.6249"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_2.4847.6395 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	2.58397932816537	1.86567164179104	0	11	7	"GCA_000875715.1"	"SRR1774151_2.4847.6395"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_3.4854.6403 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_3.4854.6403"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_4.4910.6458 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_4.4910.6458"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_5.1696.3245 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_5.1696.3245"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_6.1732.3281 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_6.1732.3281"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_7.1738.3287 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_7.1738.3287"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_8.4963.6512 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_8.4963.6512"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_9.4975.6524 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_9.4975.6524"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_10.4983.6532 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_10.4983.6532"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR1774151_11.1721.3270 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	2.58397932816537	1.86567164179104	0	11	7	"GCA_000875715.1"	"SRR1774151_11.1721.3270"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_1.355057.356606 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	2.5823111684958	0	2.1505376344086	11	7	"GCA_000875715.1"	"SRR1774151_1.355057.356606"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_2.225419.226968 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_2.225419.226968"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_3.244986.246535 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.93798449612403	1.86567164179104	0	11	7	"GCA_000875715.1"	"SRR1774151_3.244986.246535"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_4.298308.299857 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	0.645994832041344	0	0	11	7	"GCA_000875715.1"	"SRR1774151_4.298308.299857"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_5.361372.362921 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	5.16795865633075	5.59701492537313	0	11	7	"GCA_000875715.1"	"SRR1774151_5.361372.362921"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_6.462559.464108 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_6.462559.464108"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_7.483138.484687 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_7.483138.484687"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_8.496437.497986 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.29198966408269	0	0	11	7	"GCA_000875715.1"	"SRR1774151_8.496437.497986"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_9.506410.507959 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.93798449612403	0	0	11	7	"GCA_000875715.1"	"SRR1774151_9.506410.507959"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"full"	"SRR1774151_10.749304.750853 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	1.93798449612403	1.86567164179104	0	11	7	"GCA_000875715.1"	"SRR1774151_10.749304.750853"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"denovo"	"SRR1774151_1.2.1546 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"	4.51612903225806	NA	0	11	7	"GCA_000875715.1"	"SRR1774151_1.2.1546"	"GCA_000875715.1..16S_rRNA::CP010852.1:528800-530350(+)"
"fast"	"SRR3205793_1.4945.6471 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_1.4945.6471"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"fast"	"SRR3205793_2.4948.6474 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_2.4948.6474"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"fast"	"SRR3205793_3.1204.2730 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_3.1204.2730"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"full"	"SRR3205793_1.39816.41342 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_1.39816.41342"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"full"	"SRR3205793_2.1566.3092 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_2.1566.3092"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"full"	"SRR3205793_3.16234.17760 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_3.16234.17760"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"denovo"	"SRR3205793_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"	0	0	0	3	1	"GCA_001605295.1"	"SRR3205793_1.4006.5532"	"GCA_001605295.1..16S_rRNA::CP010964.1:3250865-3252392(-)"
"fast"	"SRR3205792_1.5273.6801 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"	5.22875816993464	5.74712643678161	4.29184549356223	3	1	"GCA_001605275.1"	"SRR3205792_1.5273.6801"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"
"fast"	"SRR3205792_2.1417.2943 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"	0	0	0	3	1	"GCA_001605275.1"	"SRR3205792_2.1417.2943"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"
"fast"	"SRR3205792_3.5218.6744 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"	0	0	0	3	1	"GCA_001605275.1"	"SRR3205792_3.5218.6744"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"
"full"	"SRR3205792_1.13584.15110 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"	0	0	0	3	1	"GCA_001605275.1"	"SRR3205792_1.13584.15110"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"
"full"	"SRR3205792_2.6990.8516 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"	0	0	0	3	1	"GCA_001605275.1"	"SRR3205792_2.6990.8516"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"
"denovo"	"SRR3205792_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"	0	0	0	3	1	"GCA_001605275.1"	"SRR3205792_1.4006.5532"	"GCA_001605275.1..16S_rRNA::CP010963.1:2200998-2202525(+)"
"fast"	"SRR5070796_1.4901.6427 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"	0	0	0	3	1	"GCA_001985045.1"	"SRR5070796_1.4901.6427"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"
"fast"	"SRR5070796_2.1196.2722 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"	0	0	0	3	1	"GCA_001985045.1"	"SRR5070796_2.1196.2722"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"
"fast"	"SRR5070796_3.4950.6476 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"	0	0	0	3	1	"GCA_001985045.1"	"SRR5070796_3.4950.6476"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"
"full"	"SRR5070796_1.783.2309 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"	0	0	0	3	1	"GCA_001985045.1"	"SRR5070796_1.783.2309"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"
"full"	"SRR5070796_2.16283.17809 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"	0	0	0	3	1	"GCA_001985045.1"	"SRR5070796_2.16283.17809"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"
"full"	"SRR5070796_3.6939.8465 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"	0	0	0	3	1	"GCA_001985045.1"	"SRR5070796_3.6939.8465"	"GCA_001985045.1..16S_rRNA::CP011173.1:2354155-2355682(-)"
